推,噓,分數,作者,標題,時間
6,1,5,saladim (殺拉頂),[問卦] Only You 後勢到底如何? 誰能大預測?,Fri Feb  5 23:09:14 2021
3,11,-8,ben28 (ben),[問卦] 性騷擾的人都會裝無辜和受害者,Sat Feb  6 07:51:52 2021
9,1,8,gmbad (jimmy113),[問卦] 翁立友平常講話也是這麼不順嗎,Sat Feb  6 09:18:36 2021
5,0,5,VVizZ (我很窮),Re,Sat Feb  6 03:24:25 2021
4,3,1,disgusting (噁心的),[問卦] 台北世貿一館外有異味,Sat Feb  6 08:05:25 2021
1,1,0,s12304569 (両津勘吉巡查長),[問卦] 以後是不是盡量和女孩兒不要有接觸比較好,Fri Feb  5 22:25:12 2021
9,0,9,poplc (),[問卦] G掰妹有女性朋友嗎?,Fri Feb  5 22:13:49 2021
19,23,-4,willy1281 (Ryan),[問卦] 翁立友記者會實在令人傻眼,Fri Feb  5 23:30:44 2021
1,1,0,akumakei (他們想要強奸我),[問卦] 最想帶誰回家過年  板主：愛莉莎莎,Sat Feb  6 00:05:36 2021
5,3,2,waterice0902 (默默淺水),[問卦] 男生出來指責被女生性騷擾有用嗎？,Sat Feb  6 00:47:07 2021
2,2,0,nowitzkixd (白雪公主與七位大巨人),Re,Sat Feb  6 09:11:38 2021
15,2,13,ironmanstock (鋼鐵人史塔克),"[問卦] 有沒有人看完雞2點聲明後,覺得很有問題？",Sat Feb  6 05:43:29 2021
1,0,1,Slemo (Forest),Re,Fri Feb  5 22:59:18 2021
36,4,32,Fujiwarano (獨孤浪客號：),[新聞] 如何讓中國回歸國際秩序 美戰略報告：只,Sat Feb  6 03:56:59 2021
0,0,0,LoveWin7 (WIN 7再戰10年),[問卦] 這次的風波會不會造成恐婚的人更多?,Fri Feb  5 23:11:51 2021
27,0,27,johnny9667 (大八),[問卦] 現在在上班又可以逛八卦版是做什麼工作?,Sat Feb  6 02:00:29 2021
3,3,0,stockeye (stockeye),[問卦] 接下來是不是賣10萬個中國飛機杯讀中山,Fri Feb  5 23:10:46 2021
13,5,8,Rueyh (追尋永遠),[新聞] 出庭被問雞排妹性騷風波 鈕承澤僅吐5個字,Sat Feb  6 09:05:27 2021
9,1,8,RyanBraun8 (RB8),[問卦] 台 日 韓哪一國生活壓力最大？？？,Fri Feb  5 22:37:46 2021
3,3,0,area41gold (area41gold在炫耀？哥單s),[問卦]翁立友是ptt的金城武吧？,Sat Feb  6 08:22:46 2021
2,0,2,kbt2720 (master),[問卦] 台灣女拳的卦,Sat Feb  6 03:08:43 2021
2,5,-3,imhimh (@@),[問卦] 雞排或許想從政 大家覺得呢,Fri Feb  5 23:34:31 2021
1,0,1,ILike58 (小菊花),Re,Sat Feb  6 00:33:02 2021
2,0,2,rich22084 (Siro),[問卦] 教主下一檔明燈是哪一家公司？,Sat Feb  6 06:48:10 2021
3,1,2,bearcsjc (),[問卦] 孕婦可以當支持人嗎？,Sat Feb  6 09:09:51 2021
6,0,6,tudo0430 (可愛いは正義であり！),[問卦] 美國麻將真的可以換三張牌嗎？,Sat Feb  6 08:52:05 2021
4,2,2,GUANGLEI (),[問卦] 幹 昨晚作惡夢了 怎麼辦,Sat Feb  6 07:21:09 2021
12,1,11,whitefox (黑心POWER終結者),[新聞] 部桃群聚+1 護理師女友家人又1確診,Sat Feb  6 06:37:45 2021
3,0,3,naligono (那尼),[問卦] 歐趴餐請學弟吃21風味館如何？,Sat Feb  6 00:57:01 2021
12,1,11,alien4024 (OA),Re,Sat Feb  6 04:56:38 2021
5,0,5,kevin19528 (kk19528),[問卦] 綠鬣蜥被消滅了嗎,Sat Feb  6 09:07:22 2021
6,0,6,"god46 (大家好,我是JayJay林俊傑)",[問卦] 八卦圖王是不是引退了？,Fri Feb  5 22:42:08 2021
9,4,5,z72117211 (高橋李依我老婆),[問卦] 2000以下的藍芽耳機都爛貨吧？,Fri Feb  5 23:16:48 2021
7,3,4,k99t (聖誕小雞),[問卦] 我們的國道為什麼沒有路燈 這麼窮嗎?,Fri Feb  5 23:16:43 2021
0,0,0,vyjssm (散人),Re,Sat Feb  6 09:21:11 2021
9,1,8,king665714 (花生嬸魔術),[問卦] 大家從哪時開始覺得過年失去年味的？,Sat Feb  6 01:53:36 2021
12,0,12,kooyoo1144 (安安),[協尋] 求高雄博愛路明誠路口行車記錄器,Mon Feb  1 18:46:37 2021
2,2,0,WWIII (東邪西毒),[問卦] 美國人怎麼那麼愛打槍??,Sat Feb  6 00:24:10 2021
8,1,7,gogosonny (狗狗桑妮),[問卦] 如果翁跟為廷一樣道歉會怎樣?,Fri Feb  5 23:59:51 2021
34,200,-166,losel (),[新聞] 雞排妹再嗆翁立友「這四個字」 網:愛上這,Fri Feb  5 23:18:12 2021
2,0,2,BlueBird5566 (唯一支持蔡英文),[問卦] 有沒有爸！爸節！的八卦！,Sat Feb  6 09:02:53 2021
14,0,14,dank0506 (qqbow),[問卦] 空氣很糟糕,Sat Feb  6 01:11:28 2021
0,1,-1,stradadelsol (史抓達達獸),[問卦] 油妹油雞排腥騷味很重很困擾der叭呱？,Sat Feb  6 00:53:19 2021
18,0,18,orangelolly (我戀橘羅莉。夏流),[問卦] 在外島適合聽的歌 有哪些?,Sat Feb  6 07:54:49 2021
4,4,0,s6307 (亮晶晶),[問卦] 成立一個國家有多難？,Fri Feb  5 23:28:48 2021
2,0,2,LoveWin7 (WIN 7再戰10年),Re,Sat Feb  6 00:27:11 2021
0,1,-1,akumakei (他們想要強奸我),Re,Sat Feb  6 01:19:29 2021
15,47,-32,hello456 (好無聊......),[新聞] 蓋亞那台灣辦公室破局！陳柏惟：內奸病毒,Sat Feb  6 00:02:31 2021
48,13,35,UNT (UNT),[問卦] 雞排妹被性騷擾的當時為什麼不出聲？,Fri Feb  5 22:21:35 2021
40,2,38,IdiotMa19 (請Q我 >///<),[問卦] 為什麼提告會回想起痛苦回憶，但是鬧場不,Sat Feb  6 02:21:41 2021
1,2,-1,scopeowl (看海...),[問卦] 雞屁股事件最大贏家是不是色狼癡漢？,Sat Feb  6 07:14:25 2021
13,1,12,ohfly (行動才是真實的),[問卦] 雞排妹今年尾牙接了幾場？,Sat Feb  6 07:55:21 2021
7,1,6,ptgeorge2 (左輪小手槍),[問卦] 雞排妹是接下來要替女性發聲參選?,Fri Feb  5 23:27:57 2021
7,2,5,dinghaipi (果凍魚),[問卦] 陸戰隊給的是步槍，不是翅膀怎麼辦,Sat Feb  6 09:13:54 2021
7,1,6,lwt501cx (超高校級の百合厨),Re,Fri Feb  5 22:11:05 2021
29,78,-49,ayayaya (aya),[爆卦] 阿純開講啦！,Fri Feb  5 23:12:02 2021
1,0,1,hayate232 (CY),Re,Fri Feb  5 23:19:51 2021
2,0,2,poonebetty (小肥媽),[問卦] 台灣演藝圈怎麼沒有me too效應,Sat Feb  6 00:31:06 2021
19,15,4,henry1881 (BIRD),[問卦] 我覺得重點不完全是性騷擾，是被欺負,Sat Feb  6 03:04:26 2021
2,0,2,organ63521 (期望越大＝失望越大),[問卦] 有沒有吉翁的八卦？,Sat Feb  6 09:33:59 2021
3,0,3,zbo5566 (高級酸民),Re,Fri Feb  5 22:52:45 2021
3,0,3,akuan413 (...),[問卦] 有雞排妹 有沒有豬排妹？,Fri Feb  5 22:13:51 2021
18,3,15,ElizabethXIV (應許),[問卦] 這次性騷擾大概還可以吵多久,Sat Feb  6 01:15:24 2021
26,102,-76,micheal59 (爪爪我驕傲),[新聞] 雞排妹深夜吐心聲　坦言「邰智源、許效,Sat Feb  6 00:17:32 2021
7,1,6,XXXXPOXXXX (彈跳甲魚湯),[問卦] 哪些工作夜班都很恐怖？,Sat Feb  6 02:54:52 2021
2,1,1,osalucard (墮落的月光),Re,Fri Feb  5 22:32:47 2021
198,17,181,ntlutw (Louis888),[新聞] 辯與關西機場無關 檢批長期有犯意聯絡！,Sat Feb  6 07:42:58 2021
0,0,0,yata4547 (yata),[問卦] 為什麼雞排妹要追打摸屁股的不是摸胸的,Sat Feb  6 09:29:05 2021
6,1,5,hazel0093 (飛龍がくる),[問卦] 菲哥不出來發聲一下？,Fri Feb  5 22:29:01 2021
7,14,-7,Whitening (whitening),[問卦] 結果來看only you是不是輸了?,Sat Feb  6 07:35:27 2021
6,0,6,yorkyoung (約克羊),[問卦] 如果今天開記者會的是艾主席會怎麼演,Fri Feb  5 22:27:39 2021
2,0,2,CREA (自由滞在),Re,Fri Feb  5 23:50:10 2021
7,2,5,iphone15 (哀鳳15),[問卦] 老外：台灣人哪些話不能照字面解讀？,Sat Feb  6 00:13:28 2021
39,1,38,pchion2002 (阿我就怕被罵阿),[問卦] 雞排妹說的黑道是誰,Fri Feb  5 22:52:25 2021
2,0,2,hayate232 (CY),[問卦] 有沒有三國群英傳Online的八卦?,Sat Feb  6 02:32:55 2021
29,10,19,takizawa5566 (本島皇民　滝沢),[新聞] 陳為廷私下是什麼人，對任何人都不重要,Sat Feb  6 09:06:16 2021
8,1,7,Pixma258 (鄉民們!別爭了!!),[問卦] 女權被無限上崗，為什麼不能反,Sat Feb  6 01:42:17 2021
10,1,9,d0922030 (J系),[問卦] 保險公司是不是可以推出性騷擾套餐,Sat Feb  6 02:15:27 2021
12,7,5,go190214 (天空之島拉普達),[新聞] 蓋亞那「台灣辦公室」沒了 網驚：這巴掌,Sat Feb  6 00:50:59 2021
4,0,4,loken0408 (男人野蠻劍),[問卦] 單人用餐收開鍋費是不是歧視,Sat Feb  6 01:31:02 2021
6,2,4,iamgaylan (),[問卦] 在早餐店逮到一整車的梅花 怎辦,Sat Feb  6 09:18:32 2021
3,0,3,deepdish (Keep The Faith),[問卦] 有沒有 Peer pressure 同儕壓力的八卦？,Sat Feb  6 02:16:43 2021
3,0,3,ydee (小荔枝),[協尋] 行車記錄器影片,Wed Feb  3 19:36:00 2021
10,8,2,Whitening (whitening),[問卦] 翁為何不學城城哥開個玩笑就過了?,Fri Feb  5 23:47:12 2021
5,5,0,wenning (花花的小森林),[問卦] 演藝圈大哥們多少都翁過吧,Sat Feb  6 08:14:30 2021
9,0,9,lockinboy (嘿唷嘿唷),[問卦] 捷運被罷會怎樣？,Sat Feb  6 08:54:16 2021
14,5,9,NUMB43 (晚了~該睡了),[問卦] 巨人動畫為何炒不起來,Sat Feb  6 00:07:15 2021
27,24,3,gentleman888 (),[新聞] 美國一中表態 陸央視：讓台獨分子看清自,Sat Feb  6 08:14:49 2021
8,1,7,PRME (我被水桶拉),[問卦] 翁立友是不是買100飛機杯就沒事了？,Sat Feb  6 07:46:03 2021
1,5,-4,aventardorsv (lamborghini aventadorsv),[問卦] 嘻嘻☺  肥宅請正妹吃愛心吐司有加分嗎？,Sat Feb  6 08:58:53 2021
1,2,-1,alod1023 (alod),[新聞] 亞洲．矽谷創新研發中心遭爆料有弊端 將,Fri Feb  5 23:30:46 2021
4,0,4,LeonardoChen (LeonardoChen),Re,Sat Feb  6 02:04:39 2021
2,0,2,clubbox (史上最強7788 ),[問卦] only u 霸氣買100個飛機杯是不是就贏了,Sat Feb  6 02:33:36 2021
19,4,15,tadshift2 (煞氣的毛),[問卦] 雞排妹對於司法的態度正確嗎？,Sat Feb  6 04:23:33 2021
0,0,0,Qorqios (雲☁傲嬌銀長直JK),Re,Sat Feb  6 00:18:04 2021
2,1,1,x5533007 (Magneto),[問卦] 看著鳳山霸凌影片 然後ininder怎辦..,Sat Feb  6 01:42:17 2021
3,1,2,geige (),Re,Sat Feb  6 00:34:47 2021
1,0,1,protoss (天生散人),Re,Sat Feb  6 03:15:57 2021
2,3,-1,eierom (非),[問卦] 只有我認為是在炒熱度嗎？,Sat Feb  6 07:55:34 2021
10,0,10,NUMB43 (晚了~該睡了),[問卦] 醫療救護行為會被告性騷擾嗎,Sat Feb  6 02:50:49 2021
9,1,8,girl55665566 (同志友善ID),[問卦] 韓國版本的段譽是最難看的天龍八部嗎,Fri Feb  5 23:54:28 2021
6,1,5,oSCo (SC),Re,Sat Feb  6 08:55:53 2021
0,7,-7,tsaiss (Samkh),[問卦] 太早起怎麼辦？,Sat Feb  6 04:28:10 2021
26,12,14,op840906 (LOVEISFOURLETTERSWORS),[問卦] 幹，為什麼台灣不要全面改西元紀年？？？,Sat Feb  6 08:25:48 2021
11,4,7,area41gold (area41gold在炫耀？哥單s),[問卦]翁立友根本台灣的基努李維！,Sat Feb  6 06:40:31 2021
11,5,6,thefworld (happiness),[問卦] 吸毒如何傾家蕩產? ,Fri Feb  5 22:16:13 2021
0,0,0,zxcv91039 (肥宅),Re,Sat Feb  6 08:36:55 2021
9,0,9,LeonardoChen (LeonardoChen),[問卦] 看到女生哭就相信她的人是白痴吧？,Sat Feb  6 01:05:36 2021
283,29,254,whj0530 (億載金城武),[新聞] 狂怒罵雞排妹大媽身份揭曉　翁立友女粉台,Fri Feb  5 22:41:17 2021
1,0,1,Riankuo (安吸教練 我想打球),[問卦] 台x大網路到半夜12:30分都會準時斷線?,Sat Feb  6 00:46:48 2021
1,2,-1,LukeSkywaker (路克天醒者),[問卦] 找不到能配宵夜的劇，怎辦？急在線等,Sat Feb  6 00:23:15 2021
3,2,1,bornwinner (純情小黃瓜),[問卦] 當初的小黃司機是怎麼澄清沒摸奶的？,Sat Feb  6 00:10:35 2021
2,0,2,kaky (菩提本無樹明鏡亦非台),Re,Fri Feb  5 23:36:21 2021
18,4,14,zoeapezoo (),Re,Fri Feb  5 22:15:21 2021
5,0,5,three88720 (不要跟我起爭yee啦!),[問卦] 為什麼環狀線班次間隔時間可以這麼久,Sat Feb  6 08:58:14 2021
15,0,15,vcvca5566 (vcvca),[新聞] 是否協助台灣取得疫苗 德國避而不談,Sat Feb  6 05:41:02 2021
1,0,1,node1 (我是主節點),Re,Fri Feb  5 23:31:56 2021
4,1,3,direct (【強迫練鐵頭功】),Re,Sat Feb  6 08:15:32 2021
4,0,4,HuangJC (吹笛牧童),Re,Sat Feb  6 04:20:44 2021
3,0,3,deepdish (Keep The Faith),[問卦] 有沒有 Conformity 從眾行為的八卦？,Sat Feb  6 01:57:35 2021
44,27,17,bob120400 (花滿樓),[問卦] 正常人都會支持翁立友吧,Sat Feb  6 02:37:03 2021
5,0,5,WolfTeacher (狼師),[問卦] 怎麼新聞一直報雞排妹，怎不報口交惡徒?,Fri Feb  5 23:34:42 2021
0,5,-5,zxc445567 (飄飄),[問卦] 雞排妹發生在日韓是不是沒人理啊?,Sat Feb  6 00:03:34 2021
6,0,6,arfa0711 (吃青椒),[問卦]  大家會羨慕人緣好或開心果嗎？,Sat Feb  6 00:23:32 2021
17,2,15,z72117211 (高橋李依我老婆),[問卦] 鯡魚罐頭 真的很臭？,Sat Feb  6 08:31:20 2021
4,2,2,orangelolly (我戀橘羅莉。夏流),[問卦] 單身老魯過年該怎麼過?,Sat Feb  6 08:21:55 2021
0,0,0,arsl400 (dark hatter),Re,Fri Feb  5 23:15:17 2021
6,5,1,illmatic (我爪我驕傲),[問卦] 為什麼雞排妹還是拿不出證據?,Sat Feb  6 04:52:17 2021
8,2,6,Superxixai (洪粉吱已),[問卦] 高中生能寫出碩論，為什麼不是科學強國,Fri Feb  5 23:02:56 2021
6,7,-1,haudai (低調),Re,Fri Feb  5 23:52:43 2021
5,0,5,y303y191 (),[問卦] 榮總是醫院霸主嗎,Fri Feb  5 22:45:22 2021
0,2,-2,akumakei (他們想要強奸我),Re,Sat Feb  6 00:37:33 2021
7,1,6,claymath (ヽ(‵・ω・′)ゝ),[問卦] 不帥的人該怎麼自保？,Sat Feb  6 08:59:43 2021
23,4,19,inet (),[問卦] 高雄和台南要住哪裡？,Fri Feb  5 22:18:18 2021
11,4,7,toopure (純真),[問卦] Only you只要回答這幾個問題就好,Sat Feb  6 00:15:56 2021
3,0,3,pauljet (拜登哥不要),Re,Sat Feb  6 00:16:29 2021
3,0,3,Tapqou (三三三),Re,Fri Feb  5 22:20:32 2021
9,17,-8,bul (腹內原來草莽),[新聞] 驚吐「從以前就討厭雞排妹」！宅神親揭2,Sat Feb  6 02:28:45 2021
6,0,6,p69005103 (ANDY),[問卦] 翁立友如果選立委會在哪區選?,Sat Feb  6 00:06:02 2021
6,0,6,snakei14702 (sun抓奶廷已經gg了怎麼뼺),[問卦] 所以雞排妹只想要onlyyou社會死而？,Sat Feb  6 01:42:17 2021
2,8,-6,trylin (心地善良的阿肥),[問卦] 要我~怎麼撿  ....,Sat Feb  6 00:27:46 2021
2,4,-2,hoanbeh (初入江湖淨添堵),[問卦] 94版三國演義 嫂嫂陷落是什麼意思？,Fri Feb  5 23:26:42 2021
8,5,3,girl55665566 (同志友善ID),[公告] 按下大寫V投票吧！！！水桶,Fri Feb  5 22:53:28 2021
1,0,1,newsyho (newsyho),[問卦] 嘴喊樹立典範結果誤導受害者是哪招?,Sat Feb  6 06:33:34 2021
7,0,7,AllBlack (All Black),[問卦] 中國人在clubhouse統戰台灣人的卦？,Sat Feb  6 01:23:47 2021
6,6,0,yahe0526 (有一種預感 發廢文好難),[問卦] 如果只能推薦一部電影 推哪部??,Sat Feb  6 00:11:12 2021
0,0,0,gtoselina (啾啾),[問卦] 為什麼現在臉書打卡沒有隱+N了？,Sat Feb  6 01:45:40 2021
4,3,1,zz2895341 (煙大屌宅男),[問卦] 朋友的朋友好像不太懂我的幽默,Sat Feb  6 04:36:06 2021
4,2,2,haudai (低調),[問卦] 是大雄是對小夫性騷擾還是胖虎對大雄性騷,Fri Feb  5 23:59:32 2021
17,2,15,td123 (內行人),[問卦] 雞排妹守得住Lebron James嗎？,Fri Feb  5 22:35:20 2021
9,3,6,balu770303 (充實的活著就已足夠),[問卦] 有沒有三熊圖消失的八卦？,Sat Feb  6 01:52:18 2021
8,4,4,derekhsu (華麗的天下無雙),[問卦] 台灣的司法改革是不是失敗了？,Sat Feb  6 00:27:00 2021
1,0,1,a6000200 (aa),[問卦] 服務業是不是比較好,Sat Feb  6 01:13:03 2021
13,0,13,Kingisland (國王島),[問卦] 性騷擾事件是要吵多久?,Sat Feb  6 07:55:17 2021
0,0,0,Lawleit (大員郭奉孝),[問卦] 26節要做什麼活動慶祝？,Sat Feb  6 01:56:38 2021
4,4,0,crr122oe (嘻嘻嘻),[問卦] 翁立友為什麼不自訴？,Fri Feb  5 23:18:49 2021
14,7,7,badjye911 (阿三),[問卦] 有的女生過了27歲之後爆幹正的八卦？,Sat Feb  6 03:14:50 2021
1,0,1,efthu456 (小哲),[問卦] 楓之谷買點裝 有加分嗎？,Fri Feb  5 22:52:20 2021
125,61,64,subway0983 (巴巴),[問卦] 等等八點要集合入伍了.....,Sat Feb  6 04:59:39 2021
21,9,12,kikiki37 (441),[問卦] 雞排妹事件，八卦板是不是反指標?,Sat Feb  6 08:44:56 2021
2,1,1,leona12 (leona12),[問卦] 去酒店會被申訴性騷擾嗎？,Sat Feb  6 00:18:56 2021
2,0,2,CCMg (☜㊣ⒸⒸⓂⓖ♥☞),[問卦] 被性騷擾的時候怎樣蒐證較好？,Fri Feb  5 22:15:14 2021
3,0,3,ISAM1 (近藤勇),Re,Sat Feb  6 01:03:26 2021
5,3,2,iecju520 (哎依喜德魯),[問卦] 現在濕氣90%要開暖氣還是除濕機,Sat Feb  6 01:56:44 2021
5,0,5,sweetmiki (米奇Tama子),[問卦] 我想到一個杜絕噁男朋友的方法了,Sat Feb  6 02:09:54 2021
2,0,2,johnhmj (耗呆肥羊),[問卦] 一個神經元讓你存在？,Sat Feb  6 00:05:11 2021
1,0,1,td123 (內行人),[問卦] 翁立友要解套 是不是只能學阿趴了？,Fri Feb  5 22:53:12 2021
3,2,1,ChrisAJ (阿杰),[問卦] iPhone疑似被駭客入侵？,Sat Feb  6 08:48:56 2021
8,2,6,idontsuck (╯▽╰),[問卦] 放棄演藝圈，進軍政治圈?,Fri Feb  5 23:03:12 2021
16,1,15,huangmingwei (寒夜),[新聞] 嚴重空汙！ 西部全面滿江紅 這些地區避免,Sat Feb  6 07:56:47 2021
3,1,2,Zcould (宇宙覺青網軍蟑螂),[問卦] 如何比對方先發現自己像是在生氣？,Fri Feb  5 22:23:48 2021
9,0,9,lovea (lovea),[問卦] 如果出國困難情形持續超過10年會怎樣??,Fri Feb  5 22:48:39 2021
16,0,16,atp3306 (ggininder),[問卦] ktv必點什麼歌啊,Sat Feb  6 02:14:46 2021
8,0,8,odasaku (鹹魚),[問卦] 開這台車上班的都是什麼人呀,Sat Feb  6 08:45:43 2021
10,1,9,a11111a4210 (clh),[問卦] 有五甲人才是今天真正的主角的卦?,Sat Feb  6 07:15:53 2021
0,0,0,coupon (越想越不對),Re,Fri Feb  5 23:49:16 2021
10,2,8,Ayanami5566 (綾波五六),[問卦] 明天第一次去火鍋店打工，要注意什麼?,Fri Feb  5 22:14:58 2021
49,4,45,LEDG (雪),[問卦] 翁立友在台語界的地位，是國語歌手的誰？,Fri Feb  5 23:38:35 2021
7,1,6,godshibainu (神柴),[問卦] PC線上養成遊戲 有人懷念嗎？還有救？,Sat Feb  6 03:32:23 2021
9,2,7,ifromtaiwan (),[問卦] PS5、羅技方向盤、VR，都幾？,Fri Feb  5 22:15:42 2021
49,3,46,yahe0526 (有一種預感 發廢文好難),[問卦] 賈靜雯演的倚天屠龍記當年有很紅嗎??,Fri Feb  5 23:28:49 2021
0,0,0,wvookevp (ushiromiya),[問卦] ko榜是騙人做武屍用的陷阱嗎,Sat Feb  6 00:17:47 2021
4,1,3,horsehead (小孩臉),Re,Sat Feb  6 00:20:38 2021
2,1,1,mean (低智商生活),Re,Sat Feb  6 04:35:26 2021
2,1,1,suckdickman (不以ID廢言),[問卦] 如果有個肥婆,Sat Feb  6 00:50:27 2021
148,22,126,UNT (UNT),[新聞] 雞排妹性騷風波延燒 衛福部:性騷案件倍增,Sat Feb  6 00:04:15 2021
9,0,9,Ncyu2 (解鈴還須繫鈴人),[問卦] 有沒有翁講話很慢的八掛,Fri Feb  5 22:39:26 2021
4,2,2,sweetmiki (米奇Tama子),[問卦] 飛機杯的使用者想到代言人也是性騷擾嗎,Sat Feb  6 02:41:34 2021
7,6,1,DFIGHT (Dknight),[新聞] China’s latest weapon against Taiwan,Sat Feb  6 03:03:59 2021
3,0,3,posen2012 (posen),[問卦] 阿福王為啥不再po阿福文了？,Fri Feb  5 22:25:55 2021
4,0,4,q76347kimo (q76347kimo),Re,Sat Feb  6 00:13:18 2021
11,1,10,bigbowl ( Gathering Storm。),Re,Sat Feb  6 03:02:50 2021
26,3,23,k44754 (9527),Re,Fri Feb  5 22:17:38 2021
17,6,11,mariewtsai (是狗狗可愛還是貓貓可愛),[問卦] 鹹豆漿加什麼才是內行？,Sat Feb  6 05:14:00 2021
13,0,13,shoppinglin (Shopping),[問卦] 性騷擾的定義?,Sat Feb  6 02:12:00 2021
20,1,19,juicypussy (多汁小貓咪),[問卦] 什麼時候會脫口說出「死台女」,Sat Feb  6 03:33:20 2021
16,2,14,a0912096896 (DFL),Re,Sat Feb  6 08:21:00 2021
2,2,0,hunda1250 (H.A),[問卦] iTunes 魔戒跟哈利波特套裝要買哪個,Sat Feb  6 00:19:28 2021
20,8,12,ashin0709 (),[新聞] 19歲屁孩「機車衝雪隧」哭哭怪導航　警,Sat Feb  6 00:18:13 2021
15,0,15,ilove640 (子夜),[問卦] 所以可以推行性別專車了嗎？,Sat Feb  6 00:43:43 2021
7,2,5,ComeThrough (☁),[問卦] 汐止人會支持雞排妹參選嗎？,Fri Feb  5 23:36:12 2021
8,1,7,"chungrew (work hard, play hard)",[問卦] 請教性騷擾的主觀成分究竟要怎麼判斷？,Sat Feb  6 00:18:42 2021
7,2,5,kopuck (派翠克星星),[問卦] 8+9味講女生是什麼概念,Sat Feb  6 09:10:04 2021
2,6,-4,waymayday (不要問),[問卦] 去洗頭大奶妹又摸又柔,Sat Feb  6 00:14:01 2021
7,0,7,douCai (D能統粉),[問卦] 雞排妹的經紀人案發當時在做啥?,Fri Feb  5 22:40:09 2021
2,0,2,huangmingwei (寒夜),[問卦] 真實性侵無人問  性騷疑雲眾媒驚,Fri Feb  5 23:25:54 2021
165,26,139,yoyodiy (廢文心得文大師),[問卦] 雞排妹在八卦支持度遠遜翁立友是忌妒心嗎,Fri Feb  5 22:56:37 2021
2,0,2,himthin02 (陰x 02),[問卦] 為什麼沒有男星出屌模做假屌？,Fri Feb  5 23:00:45 2021
5,2,3,chentosi1217 (Love0116),[問卦] 沒有被邀進clubhouse的都是魯蛇嗎？,Sat Feb  6 00:33:57 2021
4,1,3,eachen (易陳),Re,Fri Feb  5 22:27:29 2021
76,12,64,MikuLover (愛ミク的人),[新聞] 疫情影響　想正常生活恐還需7.4年,Sat Feb  6 05:55:12 2021
7,0,7,ltyintw (菈米雅嘶嘶),[問卦] 什麼情況下看到有人婊台灣不會7PUPU?,Sat Feb  6 06:58:17 2021
10,1,9,orangelolly (我戀橘羅莉。夏流),[問卦] 香港漫畫的人物,Sat Feb  6 08:01:02 2021
11,6,5,coga4712 (海森堡),[問卦] 急！腸胃炎吃這樣夠嗎？ 圖,Sat Feb  6 00:29:23 2021
9,3,6,StarTouching (撫星),[問卦] 要翁立友提告的是不是智障?,Fri Feb  5 23:15:43 2021
1,3,-2,sasolala (殺手拉拉),[問卦] 男生長得不帥 是不是不該在職場言語騷擾,Sat Feb  6 01:09:14 2021
3,1,2,ich2 (北川石原都是我老婆),[問卦] 現在當兵還有洞八嗎,Sat Feb  6 08:46:05 2021
4,1,3,k321045 (蒜泥厲害),[問卦] 如果豆導將雞排妹事件拍成電影要怎麼演,Sat Feb  6 01:06:25 2021
9,0,9,seibu (難過),[新聞] 邀同學陪媽媽看病 孝子目睹母駕車國道翻,Sat Feb  6 07:56:36 2021
1,2,-1,ffreakk (),[問卦] 肥宅過年要囤什麼,Fri Feb  5 23:15:39 2021
65,13,52,meta41110 (阿標),[新聞] 蓋亞那外長稱設立「台灣辦公室」原意沒錯,Sat Feb  6 07:04:59 2021
4,2,2,howard24 (howtw24),[問卦] 急!團長叫我們一直前進,Sat Feb  6 00:13:13 2021
2,1,1,jones921245 (jones),[問卦] 等等要搭高鐵怎麼辦？,Sat Feb  6 08:58:26 2021
2,0,2,qazsedcft (自由羊),[問卦] 雙手是女朋友算不算物化,Sat Feb  6 06:24:27 2021
8,0,8,design0606 (飛),Re,Fri Feb  5 22:53:57 2021
2,6,-4,afacebook (gg),[問卦] 大家覺得雞排妹嫁得掉嗎?,Fri Feb  5 23:14:22 2021
13,0,13,callwilliam (丁神),[問卦] 雞翁事件是想掩蓋什麼真相,Fri Feb  5 23:48:50 2021
13,1,12,HDSM (Love Not Change  O'_'O),[問卦] 灌籃高手片頭片尾曲哪首比較經典？,Sat Feb  6 00:15:31 2021
0,0,0,DustToDust (活得痛快 死得年輕),Re,Fri Feb  5 23:52:31 2021
0,0,0,housemance (艾倫戴爾皇家空軍總司令),[問卦] 有沒有發生重大事件哪類人最能適應的八,Fri Feb  5 23:27:44 2021
11,4,7,pxycho (trolltrolltroll),[問卦] 有沒有當婊子又要立牌坊的八卦？,Sat Feb  6 09:21:31 2021
0,0,0,s12304569 (両津勘吉巡查長),Re,Fri Feb  5 23:28:44 2021
6,0,6,WeiU (微，Ｕ文),"[問卦] 社會系哲學系等,臉書平常都分享甚麼?",Sat Feb  6 01:58:18 2021
2,5,-3,bs167512 (hyacinth),[問卦] [問卦] 性騷擾是何時發明的名詞,Sat Feb  6 00:08:19 2021
2,3,-1,cuba391156 (cuba391156),[問卦] 女生這樣算胖嗎？,Sat Feb  6 01:30:59 2021
2,2,0,CSMUck (人氏言周),[問卦]  失控打滑撞火車的話,Fri Feb  5 23:21:49 2021
29,6,23,misaka0120 (野格炸彈),[問卦] 急！老師把愛滋血加到學生的牛奶裡,Sat Feb  6 02:39:31 2021
